date,ovx_level,gate_hmm_no_scaleup,gate_hmm_with_scaleup,prob_calm,prob_normal,prob_stress,state,reason
2007-07-02,27.52,1.0,1.0157089414513476,0.9999876108744347,1.2386267091900476e-05,2.8609259371850023e-09,2,HMM: calm regime (OVX=27.5)
2007-07-03,27.45,1.0,1.0162095542977376,0.9999879111786338,1.2085884983543217e-05,2.9368163923440008e-09,2,HMM: calm regime (OVX=27.4)
2007-07-05,27.33,1.0,1.0172809715939333,0.9999868641233315,1.3132746926776366e-05,3.1327247094861033e-09,2,HMM: calm regime (OVX=27.3)
2007-07-06,27.4,1.0,1.0180888772440229,0.9999866936935535,1.33028511156632e-05,3.4537172266326695e-09,2,HMM: calm regime (OVX=27.4)
2007-07-09,28.25,1.0,1.0169077055695952,0.9999863722970062,1.3624083137404584e-05,3.6209440908392057e-09,2,HMM: calm regime (OVX=28.2)
2007-07-10,27.37,1.0,1.0171302522117927,0.9999866868396927,1.3309226727562517e-05,3.935462617533472e-09,2,HMM: calm regime (OVX=27.4)
2007-07-11,27.69,1.0,1.0167761122095726,0.9999848088981418,1.518622280039923e-05,4.87611566299261e-09,2,HMM: calm regime (OVX=27.7)
2007-07-12,27.35,1.0,1.0167463026162298,0.9999831097491882,1.6883757095010962e-05,6.496603919155578e-09,2,HMM: calm regime (OVX=27.4)
2007-07-13,27.06,1.0,1.0172555319790528,0.9999812978860881,1.869281127810812e-05,9.300159370948633e-09,2,HMM: calm regime (OVX=27.1)
2007-07-16,28.0,1.0,1.0176157098173153,0.9999770236047231,2.2964614036307896e-05,1.1777945401730954e-08,2,HMM: calm regime (OVX=28.0)
2007-07-17,27.46,1.0,1.0174820067511074,0.9999783227707078,2.1662008299244173e-05,1.5221769656453937e-08,2,HMM: calm regime (OVX=27.5)
2007-07-18,27.91,1.0,1.0171605991387778,0.9999747741656747,2.520913741206417e-05,1.6698649391197005e-08,2,HMM: calm regime (OVX=27.9)
2007-07-19,27.4,1.0,1.017086189454771,0.9999751274191199,2.4856405534834704e-05,1.617177649658879e-08,2,HMM: calm regime (OVX=27.4)
2007-07-20,26.69,1.0,1.0176491485685184,0.9999785801376104,2.1404290322626535e-05,1.557213011817471e-08,2,HMM: calm regime (OVX=26.7)
2007-07-23,27.09,1.0,1.0189935422097074,0.9999751967427221,2.478853130544605e-05,1.472704886409901e-08,2,HMM: calm regime (OVX=27.1)
2007-07-24,27.42,1.0,1.0190529007771028,0.9999768460681764,2.3137085433716676e-05,1.6849941082477077e-08,2,HMM: calm regime (OVX=27.4)
2007-07-25,26.84,1.0,1.0206455350757744,0.9999754009738074,2.4583390631221253e-05,1.5633363828499828e-08,2,HMM: calm regime (OVX=26.8)
2007-07-26,27.79,1.0,1.0200706753110267,0.9999766378714916,2.334610204653746e-05,1.602772473402361e-08,2,HMM: calm regime (OVX=27.8)
2007-07-27,27.25,1.0,1.0192222067958274,0.9999770733129246,2.2903737335479593e-05,2.2946843135304474e-08,2,HMM: calm regime (OVX=27.2)
2007-07-30,30.16,0.9997873466753445,1.0148863170277185,0.9999640441153638,3.592101144543352e-05,3.4876470521533695e-08,2,HMM: calm regime (OVX=30.2)
2007-07-31,30.69,0.9988798324010245,1.0103492738519253,0.9999672480314359,3.271660832980923e-05,3.5356996980819434e-08,2,HMM: calm regime (OVX=30.7)
2007-08-01,29.73,0.9988798324010245,1.0062091438472274,0.9999759960962978,2.398811113071612e-05,1.5791561842712757e-08,2,HMM: calm regime (OVX=29.7)
2007-08-02,29.68,0.9988798324010245,1.0035541753266428,0.9999847021978501,1.5289884650771687e-05,7.919912222893306e-09,2,HMM: calm regime (OVX=29.7)
2007-08-03,29.32,0.9988798324010245,1.0005904142874187,0.9999840253552005,1.596643839627759e-05,8.20756404647615e-09,2,HMM: calm regime (OVX=29.3)
2007-08-06,32.49,0.9959283830216503,0.9976389649080444,0.9999763845795288,2.3607270123548322e-05,8.149671390824375e-09,2,HMM: calm regime (OVX=32.5)
2007-08-07,29.48,0.9968358972959702,0.9992471161271602,0.9999856806250368,1.4309508207323787e-05,9.864094087261766e-09,2,HMM: calm regime (OVX=29.5)
2007-08-08,27.07,0.9968358972959702,1.0030385490179534,0.9999771238869477,2.2869990830839404e-05,6.121170477990947e-09,2,HMM: calm regime (OVX=27.1)
2007-08-09,29.73,0.9968358972959702,1.0029710870633384,0.9999871067879116,1.2886200558724313e-05,7.009135471490719e-09,2,HMM: calm regime (OVX=29.7)
2007-08-10,30.87,0.9956956617720245,1.0009116454538969,0.9999822360236816,1.7756441095608428e-05,7.538152946779608e-09,2,HMM: calm regime (OVX=30.9)
2007-08-13,30.82,0.9977840100824229,1.0029999937642953,0.9999781272772597,2.1801986227628948e-05,7.073879837791139e-08,2,HMM: calm regime (OVX=30.8)
2007-08-14,30.23,0.9974787461994573,1.0019940929365336,0.9998364458693197,0.0001607201707744046,2.833958819121923e-06,2,HMM: calm regime (OVX=30.2)
2007-08-15,31.14,0.9959924649039451,0.9963544218269481,0.9924844617625165,0.00733273944318899,0.00018279879552715776,2,HMM: calm regime (OVX=31.1)
2007-08-16,37.02,0.9877564135371484,0.9877564135371484,0.884404959946539,0.1082122192348303,0.007382820818714983,2,HMM: calm regime (OVX=37.0)
2007-08-17,35.46,0.9823189299730938,0.9823189299730938,0.8900628109303835,0.016014311211159503,0.09392287786086673,2,HMM: calm regime (OVX=35.5)
2007-08-20,34.16,0.9782672370870381,0.9782672370870383,0.887241961824128,0.09859432527552693,0.014163712900667232,2,HMM: calm regime (OVX=34.2)
2007-08-21,34.33,0.9732516709377934,0.9732516709377934,0.8886949001060274,0.02304036281668522,0.08826473707483488,2,HMM: calm regime (OVX=34.3)
2007-08-22,31.93,0.9722594922041947,0.9722594922041947,0.8845590476920624,0.09535644358725114,0.020084508723523343,2,HMM: calm regime (OVX=31.9)
2007-08-23,29.85,0.9804955435709914,0.9806961457798469,0.8497728592197948,0.05731430285419385,0.09291283792610196,2,HMM: calm regime (OVX=29.9)
2007-08-24,28.67,0.9870732626589918,0.989095958935575,0.8542962099748884,0.10136387348680818,0.044339916537232175,2,HMM: calm regime (OVX=28.7)
2007-08-27,28.98,0.9922007099386786,0.9956118613355625,0.9041869438322659,0.04582388871801945,0.04998916745264115,2,HMM: calm regime (OVX=29.0)
2007-08-28,28.81,0.997521539970889,1.002558255236034,0.938308472486363,0.05222954148522961,0.009461986027467256,2,HMM: calm regime (OVX=28.8)
2007-08-29,28.88,1.0,1.0065644433090069,0.9888188152102567,0.009880329457277398,0.0013008553346515388,2,HMM: calm regime (OVX=28.9)
2007-08-30,28.99,1.0,1.0077384006523264,0.9984251585779935,0.0014242976559578479,0.0001505437649281784,2,HMM: calm regime (OVX=29.0)
2007-08-31,28.86,1.0,1.0074719586598324,0.9997001719522826,0.0002771048899329546,2.272315902700366e-05,2,HMM: calm regime (OVX=28.9)
