date,ovx_level,gate_hmm_no_scaleup,gate_hmm_with_scaleup,state,prob_calm,prob_stress
2007-11-28,34.94,0.9036893220042301,0.9036893220042301,0,0.05764070454661922,0.9423592954540947
2007-11-29,36.47,0.8968754596188958,0.8968754596188957,0,0.20120366962521774,0.7987963303751437
2007-11-30,37.26,0.8873880790529791,0.8873880790529789,1,0.45281589259790817,0.547184107402979
2007-12-03,38.51,0.8731073494428576,0.8731073494428576,1,0.7014959771778907,0.2985040228214576
2007-12-04,37.36,0.8575310772049114,0.8575310772049114,1,0.8792468976181377,0.12075310238228949
2007-12-05,36.0,0.8490356174202625,0.8490356174202625,1,0.9663020723590457,0.0336979276417348
2007-12-06,34.42,0.85178191261884,0.85178191261884,1,0.9932593106585772,0.006740689341609275
2007-12-07,35.01,0.8603736850851419,0.8603736850851419,1,0.9988236356089075,0.0011763643903131245
2007-12-10,35.94,0.8696779614995478,0.8696779614995478,1,0.9997784031691785,0.0002215968314966712
2007-12-11,35.22,0.8777862930228029,0.8777862930228029,1,0.9999421646779979,5.783532238437373e-05
2007-12-12,34.58,0.8834419106575556,0.8834419106575556,1,0.9999692629020528,3.073709755059348e-05
2007-12-13,35.41,0.8794230418483803,0.8794230418483803,1,0.9999737774706139,2.6222528762203734e-05
2007-12-14,34.44,0.8817595126525521,0.8817595126525521,1,0.999975367943592,2.4632056978773605e-05
2007-12-17,33.44,0.8920364386038809,0.8920364386038807,1,0.9999769011167985,2.3098882348283208e-05
2007-12-18,31.79,0.9070633883110905,0.9070633883110905,1,0.9999790027089904,2.0997290981346754e-05
