State,Days,Pct_Days,Mean_Daily_Return,Annualized_Return,Annualized_Vol,Sharpe,Max_Drawdown,Cumulative_Return,Period
1,3872,68.1210415200563,0.0010820137947037008,0.2726674762653326,0.27140854858046276,1.0046384968028987,-0.3178348477418079,36.40374466074312,Full
0,1812,31.8789584799437,-0.002280992959715431,-0.5748102258482887,0.6081753215151923,-0.9451390175060398,-0.9961482648981219,-0.9958439968086655,Full
0,684,40.59347181008902,-0.002167838275619097,-0.5462952454560125,0.6737381626769807,-0.8108420685053729,-0.9088626769978776,-0.8791335912058309,Test
1,1001,59.40652818991098,0.0012478303517767118,0.3144532486477314,0.26975573257126073,1.1656962602811898,-0.20547246871829145,2.015924991989683,Test
