Date,Regime,prob_bull,gate_continuous,gate_smoothed,oil_return,slope
2015-11-19,0,2.540862277997184e-06,2.540862277997184e-06,1.1401208943987693e-05,-0.00492005912544987,-0.14796547472256474
2015-11-20,0,6.697974214045988e-06,6.697974214045988e-06,1.2433816859587104e-05,-0.029023803578607354,-0.0830159939070831
2015-11-23,0,4.456263938113057e-05,4.456263938113057e-05,1.5470332430506373e-05,-0.0030511083928962345,-0.0639164756811817
2015-11-24,0,6.055001567568422e-06,6.055001567568422e-06,2.2012522579441192e-05,0.04042466578663266,-0.07997065297138672
2015-11-25,0,1.7495184711678672e-05,1.7495184711678672e-05,2.3554154434532408e-05,0.008038041085762029,-0.11790393013100435
2015-11-27,0,3.5251813022671287e-05,3.5251813022671287e-05,1.9662034191230094e-05,-0.01589469824395706,-0.06630515158984465
2015-11-30,0,1.440613348950207e-05,1.440613348950207e-05,1.9970275171284813e-05,-0.0034567935656763618,-0.09497897600791483
2015-12-01,0,2.5102038164619005e-05,2.5102038164619005e-05,1.7472055634474015e-05,0.003703250744989043,-0.0850172498767865
2015-12-02,0,7.596206467842009e-06,7.596206467842009e-06,1.0944179360215906e-05,-0.016147413322538672,-0.07813673929376402
2015-12-03,0,5.004087027624685e-06,5.004087027624685e-06,8.06525114144175e-06,0.028393463985227407,-0.12439143135345666
2015-12-04,0,2.6124316513807374e-06,2.6124316513807374e-06,3.297188577211126e-06,-0.02664193094642119,-0.15075000000000002
2015-12-07,0,1.149239563129764e-08,1.149239563129764e-08,1.8044044860659284e-06,-0.06081213939675736,-0.11556854410201917
2015-12-08,0,1.2617253434658766e-06,1.2617253434658766e-06,8.400224085695265e-07,-0.004793617701236408,-0.11372130272290437
2015-12-09,0,1.3228601211602307e-07,1.3228601211602307e-07,3.548016225877531e-07,-0.008040783070304773,-0.15446716899892346
2015-12-10,0,1.8217664014267518e-07,1.8217664014267518e-07,7.945160723244424e-07,-0.010822616458151416,-0.17247007616974963
2015-12-11,0,1.8632772147187067e-07,1.8632772147187067e-07,5.560116629052451e-07,-0.030661150627181326,-0.14670406732117805
2015-12-14,0,2.210064644314744e-06,2.210064644314744e-06,5.299901679295267e-07,0.018344038565939615,-0.14018176810795932
2015-12-15,0,6.920329636989005e-08,6.920329636989005e-08,4.939580728309373e-07,0.02743619055289865,-0.21087888531618437
2015-12-16,0,2.1785372374311843e-09,2.1785372374311843e-09,4.904981046771363e-07,-0.048589219729893336,-0.19915611814345988
2015-12-17,0,2.016164649728303e-09,2.016164649728303e-09,1.919828213961686e-06,-0.016163686658793922,-0.23727844482561458
2015-12-18,0,1.6902788070286522e-07,1.6902788070286522e-07,1.9170639799734667e-06,-0.0074605797983064975,-0.148905529953917
2015-12-21,0,9.356715190737492e-06,9.356715190737492e-06,1.935530015042861e-06,-0.004908339578470601,-0.07178002894355998
2015-12-22,0,5.53821264287957e-08,5.53821264287957e-08,2.1174009455307942e-06,0.044439178335105696,-0.16085271317829455
2015-12-23,0,9.45087125844011e-08,9.45087125844011e-08,2.2600422393629985e-06,0.017563568938701597,-0.19640914036996734
2015-12-24,0,9.113708170893954e-07,9.113708170893954e-07,4.547509558672911e-07,0.023125526385397933,-0.14088250930356186
2015-12-28,0,8.822343498638861e-07,8.822343498638861e-07,4.494052527616224e-07,-0.034066554563606195,-0.0866336633663366
2015-12-29,0,3.3025877325895496e-07,3.3025877325895496e-07,4.365269275229345e-07,0.0409539990085994,-0.11140443505807829
2015-12-30,0,2.8653610900452163e-08,2.8653610900452163e-08,3.150650946682329e-07,-0.03464828928676204,-0.13582946160153053
