sensitivity,mean_gate,median_gate,pct_low_exposure,pct_medium_exposure,pct_high_exposure
0.5,0.5985067069512007,0.967608426671798,37.74480712166172,4.39169139465875,57.86350148367953
0.75,0.5990657947482517,0.9939123916074107,38.21958456973294,3.2047477744807153,58.57566765578635
1.0,0.5988137928239243,0.9988806178203757,38.931750741839764,2.433234421364986,58.63501483679525
1.25,0.5985280001591088,0.9997950056146976,39.287833827893174,1.7804154302670625,58.931750741839764
1.5,0.598233308692451,0.9999624870764633,39.76261127596439,1.2462908011869445,58.99109792284867
